Year,Economy,Economy Label,ShipType,ShipType Label,Dead weight tons in thousands,DWT_million
1980,380,Italy,2,Bulk carriers,7299.786,7.299786
1980,380,Italy,3,General cargo,1521.188,1.5211880000000002
1980,380,Italy,4,Container ships,156.265,0.156265
1980,380,Italy,5,Other types of ships,756.565,0.756565
1980,388,Jamaica,0,Total fleet,12.434,0.012433999999999999
1980,388,Jamaica,3,General cargo,9.92,0.00992
1980,388,Jamaica,5,Other types of ships,2.514,0.0025139999999999997
1980,392,Japan,0,Total fleet,66315.117,66.315117
1980,392,Japan,1,Oil tankers,33066.362,33.066362
1980,392,Japan,2,Bulk carriers,21608.752,21.608752
1980,392,Japan,3,General cargo,7135.41,7.13541
1980,392,Japan,4,Container ships,1230.577,1.230577
1980,392,Japan,5,Other types of ships,3274.016,3.274016
1980,400,Jordan,0,Total fleet,1.2,0.0012
1980,400,Jordan,3,General cargo,1.2,0.0012
1980,404,Kenya,0,Total fleet,35.592,0.035592
1980,404,Kenya,1,Oil tankers,3.609,0.003609
1980,404,Kenya,3,General cargo,31.158,0.031158
1980,404,Kenya,5,Other types of ships,0.825,0.000825
1980,296,Kiribati,0,Total fleet,0.868,0.000868
1980,296,Kiribati,3,General cargo,0.868,0.000868
1980,414,Kuwait,0,Total fleet,4080.855,4.080855
1980,414,Kuwait,1,Oil tankers,2418.238,2.4182379999999997
1980,414,Kuwait,2,Bulk carriers,18.822,0.018822
1980,414,Kuwait,3,General cargo,1416.39,1.41639
1980,414,Kuwait,5,Other types of ships,227.405,0.227405
1980,422,Lebanon,0,Total fleet,356.606,0.356606
1980,422,Lebanon,1,Oil tankers,1.09,0.00109
1980,422,Lebanon,3,General cargo,305.396,0.305396
1980,422,Lebanon,4,Container ships,1.543,0.0015429999999999999
1980,422,Lebanon,5,Other types of ships,48.577,0.048576999999999995
1980,430,Liberia,0,Total fleet,160037.798,160.037798
1980,430,Liberia,1,Oil tankers,104921.066,104.92106600000001
1980,430,Liberia,2,Bulk carriers,46333.904,46.333904000000004
1980,430,Liberia,3,General cargo,5577.297,5.577297
1980,430,Liberia,4,Container ships,424.718,0.42471800000000004
1980,430,Liberia,5,Other types of ships,2780.813,2.780813
1980,434,Libya,0,Total fleet,1583.652,1.583652
1980,434,Libya,1,Oil tankers,1504.929,1.5049290000000002
1980,434,Libya,3,General cargo,58.692,0.058692
1980,434,Libya,5,Other types of ships,20.031,0.020031
1980,442,Luxembourg,0,Total fleet,1365.617,1.3656169999999999
1980,442,Luxembourg,1,Oil tankers,757.992,0.757992
1980,442,Luxembourg,3,General cargo,62.46,0.06246
1980,442,Luxembourg,4,Container ships,146.729,0.14672900000000003
1980,442,Luxembourg,5,Other types of ships,398.436,0.39843599999999996
1980,450,Madagascar,0,Total fleet,75.282,0.075282
1980,450,Madagascar,1,Oil tankers,23.286,0.023286
1980,450,Madagascar,3,General cargo,48.466,0.048466
1980,450,Madagascar,5,Other types of ships,3.53,0.0035299999999999997
1980,458,Malaysia,0,Total fleet,909.242,0.909242
1980,458,Malaysia,1,Oil tankers,6.908,0.006908
1980,458,Malaysia,2,Bulk carriers,483.41,0.48341
1980,458,Malaysia,3,General cargo,255.935,0.255935
1980,458,Malaysia,4,Container ships,61.807,0.061807
1980,458,Malaysia,5,Other types of ships,101.182,0.10118200000000001
1980,462,Maldives,0,Total fleet,116.703,0.116703
1980,462,Maldives,1,Oil tankers,1.603,0.001603
1980,462,Maldives,3,General cargo,113.884,0.113884
1980,462,Maldives,5,Other types of ships,1.216,0.001216
1980,466,Mali,0,Total fleet,0.225,0.000225
1980,466,Mali,1,Oil tankers,0.225,0.000225
1980,470,Malta,0,Total fleet,149.353,0.149353
1980,470,Malta,2,Bulk carriers,64.832,0.06483199999999999
1980,470,Malta,3,General cargo,66.718,0.066718
1980,470,Malta,5,Other types of ships,17.803,0.017803
1980,478,Mauritania,0,Total fleet,0.311,0.000311
1980,478,Mauritania,5,Other types of ships,0.311,0.000311
1980,480,Mauritius,0,Total fleet,51.73,0.05173
1980,480,Mauritius,3,General cargo,51.373,0.051372999999999995
1980,480,Mauritius,5,Other types of ships,0.357,0.000357
1980,484,Mexico,0,Total fleet,1259.59,1.25959
1980,484,Mexico,1,Oil tankers,736.528,0.7365280000000001
1980,484,Mexico,2,Bulk carriers,96.57,0.09656999999999999
1980,484,Mexico,3,General cargo,199.513,0.199513
1980,484,Mexico,5,Other types of ships,226.979,0.22697900000000001
1980,492,Monaco,0,Total fleet,49.977,0.049976999999999994
1980,492,Monaco,1,Oil tankers,49.977,0.049976999999999994
1980,500,Montserrat,0,Total fleet,1.861,0.001861
1980,500,Montserrat,3,General cargo,1.861,0.001861
1980,504,Morocco,0,Total fleet,574.111,0.574111
1980,504,Morocco,1,Oil tankers,199.712,0.199712
1980,504,Morocco,2,Bulk carriers,100.501,0.10050100000000001
1980,504,Morocco,3,General cargo,125.184,0.125184
1980,504,Morocco,5,Other types of ships,148.714,0.14871399999999999
1980,508,Mozambique,0,Total fleet,35.353,0.035353
1980,508,Mozambique,1,Oil tankers,10.612,0.010612
1980,508,Mozambique,3,General cargo,19.419,0.019419
1980,508,Mozambique,5,Other types of ships,5.322,0.005322
1980,104,Myanmar,0,Total fleet,71.877,0.071877
1980,104,Myanmar,1,Oil tankers,8.949,0.008949
1980,104,Myanmar,3,General cargo,58.916,0.058915999999999996
1980,104,Myanmar,5,Other types of ships,4.012,0.004012
1980,520,Nauru,0,Total fleet,74.458,0.074458
1980,520,Nauru,2,Bulk carriers,58.808,0.058808
1980,520,Nauru,3,General cargo,13.75,0.01375
1980,520,Nauru,5,Other types of ships,1.9,0.0019
1980,528,Netherlands (Kingdom of the),0,Total fleet,8404.959,8.404959000000002
1980,528,Netherlands (Kingdom of the),1,Oil tankers,4277.71,4.27771
1980,528,Netherlands (Kingdom of the),2,Bulk carriers,1077.422,1.077422
1980,528,Netherlands (Kingdom of the),3,General cargo,2325.191,2.325191
1980,528,Netherlands (Kingdom of the),4,Container ships,280.926,0.280926
1980,528,Netherlands (Kingdom of the),5,Other types of ships,443.71,0.44371
1980,554,New Zealand,0,Total fleet,279.62,0.27962
1980,554,New Zealand,1,Oil tankers,83.243,0.083243
1980,554,New Zealand,3,General cargo,137.808,0.13780799999999999
1980,554,New Zealand,4,Container ships,38.642,0.038642
1980,554,New Zealand,5,Other types of ships,19.927,0.019927
1980,558,Nicaragua,0,Total fleet,16.018,0.016018
1980,558,Nicaragua,1,Oil tankers,6.15,0.00615
1980,558,Nicaragua,3,General cargo,5.7,0.0057
1980,558,Nicaragua,5,Other types of ships,4.168,0.004168
1980,566,Nigeria,0,Total fleet,571.0,0.571
1980,566,Nigeria,1,Oil tankers,274.047,0.27404700000000004
1980,566,Nigeria,3,General cargo,292.455,0.29245499999999996
1980,566,Nigeria,5,Other types of ships,4.498,0.004498
1980,578,Norway,0,Total fleet,39451.495,39.451495
1980,578,Norway,1,Oil tankers,24276.736,24.276736
1980,578,Norway,2,Bulk carriers,10593.184,10.593183999999999
1980,578,Norway,3,General cargo,1544.881,1.5448810000000002
1980,578,Norway,4,Container ships,62.496,0.062496
1980,578,Norway,5,Other types of ships,2974.198,2.974198
1980,512,Oman,0,Total fleet,9.769,0.009769
1980,512,Oman,3,General cargo,6.03,0.006030000000000001
1980,512,Oman,5,Other types of ships,3.739,0.0037389999999999997
1980,586,Pakistan,0,Total fleet,584.391,0.584391
1980,586,Pakistan,2,Bulk carriers,32.919,0.032919
1980,586,Pakistan,3,General cargo,546.2,0.5462
1980,586,Pakistan,5,Other types of ships,5.272,0.005272000000000001
1980,590,"Panama, excluding Canal Zone",0,Total fleet,35927.354,35.927354
1980,590,"Panama, excluding Canal Zone",1,Oil tankers,12314.406,12.314406000000002
1980,590,"Panama, excluding Canal Zone",2,Bulk carriers,9457.924,9.457924
1980,590,"Panama, excluding Canal Zone",3,General cargo,12168.562,12.168562
1980,590,"Panama, excluding Canal Zone",4,Container ships,366.765,0.366765
1980,590,"Panama, excluding Canal Zone",5,Other types of ships,1619.697,1.619697
1980,598,Papua New Guinea,0,Total fleet,25.919,0.025919
1980,598,Papua New Guinea,1,Oil tankers,1.198,0.0011979999999999998
1980,598,Papua New Guinea,3,General cargo,16.593,0.016593
1980,598,Papua New Guinea,5,Other types of ships,8.128,0.008128
1980,600,Paraguay,0,Total fleet,23.599,0.023599000000000002
1980,600,Paraguay,1,Oil tankers,3.864,0.003864
1980,600,Paraguay,3,General cargo,18.669,0.018669
1980,600,Paraguay,5,Other types of ships,1.066,0.001066
1980,604,Peru,0,Total fleet,829.96,0.82996
1980,604,Peru,1,Oil tankers,147.097,0.147097
1980,604,Peru,2,Bulk carriers,355.146,0.355146
1980,604,Peru,3,General cargo,296.587,0.296587
1980,604,Peru,5,Other types of ships,31.13,0.031129999999999998
1980,608,Philippines,0,Total fleet,2380.42,2.38042
1980,608,Philippines,1,Oil tankers,535.826,0.535826
1980,608,Philippines,2,Bulk carriers,847.161,0.8471609999999999
1980,608,Philippines,3,General cargo,885.556,0.885556
1980,608,Philippines,5,Other types of ships,111.877,0.11187699999999999
1980,616,Poland,0,Total fleet,5030.037,5.030037
1980,616,Poland,1,Oil tankers,1030.261,1.0302609999999999
1980,616,Poland,2,Bulk carriers,2020.859,2.0208589999999997
1980,616,Poland,3,General cargo,1704.848,1.704848
1980,616,Poland,5,Other types of ships,274.069,0.274069
1980,620,Portugal,0,Total fleet,1823.797,1.8237970000000001
1980,620,Portugal,1,Oil tankers,1172.07,1.17207
1980,620,Portugal,2,Bulk carriers,116.427,0.116427
1980,620,Portugal,3,General cargo,433.691,0.433691
1980,620,Portugal,4,Container ships,7.096,0.007096
1980,620,Portugal,5,Other types of ships,94.513,0.094513
1980,634,Qatar,0,Total fleet,156.553,0.156553
1980,634,Qatar,1,Oil tankers,138.327,0.138327
1980,634,Qatar,3,General cargo,3.773,0.0037730000000000003
1980,634,Qatar,5,Other types of ships,14.453,0.014452999999999999
1980,410,Republic of Korea,0,Total fleet,6168.547,6.168546999999999
1980,410,Republic of Korea,1,Oil tankers,2226.881,2.2268809999999997
1980,410,Republic of Korea,2,Bulk carriers,2057.232,2.057232
1980,410,Republic of Korea,3,General cargo,1257.88,1.25788
1980,410,Republic of Korea,4,Container ships,223.513,0.22351300000000002
1980,410,Republic of Korea,5,Other types of ships,403.041,0.403041
1980,642,Romania,0,Total fleet,2590.182,2.590182
1980,642,Romania,1,Oil tankers,587.751,0.587751
1980,642,Romania,2,Bulk carriers,1154.624,1.154624
1980,642,Romania,3,General cargo,714.446,0.714446
1980,642,Romania,5,Other types of ships,133.361,0.13336099999999998
1980,654,Saint Helena,0,Total fleet,2.228,0.0022280000000000004
1980,654,Saint Helena,3,General cargo,2.228,0.0022280000000000004
1980,659,Saint Kitts and Nevis,0,Total fleet,0.09,8.999999999999999e-05
1980,659,Saint Kitts and Nevis,5,Other types of ships,0.09,8.999999999999999e-05
1980,662,Saint Lucia,0,Total fleet,1.386,0.0013859999999999999
1980,662,Saint Lucia,3,General cargo,1.386,0.0013859999999999999
1980,670,Saint Vincent and the Grenadines,0,Total fleet,16.821,0.016821000000000003
1980,670,Saint Vincent and the Grenadines,3,General cargo,15.315,0.015314999999999999
1980,670,Saint Vincent and the Grenadines,5,Other types of ships,1.506,0.001506
1980,882,Samoa,0,Total fleet,0.194,0.000194
1980,882,Samoa,5,Other types of ships,0.194,0.000194
1980,678,Sao Tome and Principe,0,Total fleet,104.76,0.10476
1980,678,Sao Tome and Principe,1,Oil tankers,8.535,0.008535000000000001
1980,678,Sao Tome and Principe,2,Bulk carriers,28.826,0.028826
1980,678,Sao Tome and Principe,3,General cargo,65.441,0.065441
1980,678,Sao Tome and Principe,5,Other types of ships,1.958,0.001958
1980,682,Saudi Arabia,0,Total fleet,2448.563,2.448563
1980,682,Saudi Arabia,1,Oil tankers,1982.268,1.982268
1980,682,Saudi Arabia,2,Bulk carriers,178.026,0.17802600000000002
1980,682,Saudi Arabia,3,General cargo,183.689,0.183689
1980,682,Saudi Arabia,5,Other types of ships,104.58,0.10457999999999999
1980,686,Senegal,0,Total fleet,30.82,0.03082
1980,686,Senegal,1,Oil tankers,1.831,0.001831
1980,686,Senegal,3,General cargo,15.08,0.01508
1980,686,Senegal,5,Other types of ships,13.909,0.013909000000000001
1980,690,Seychelles,0,Total fleet,3.834,0.003834
1980,690,Seychelles,1,Oil tankers,2.7,0.0027
1980,690,Seychelles,3,General cargo,0.513,0.000513
1980,690,Seychelles,5,Other types of ships,0.621,0.000621
1980,694,Sierra Leone,0,Total fleet,0.706,0.0007059999999999999
1980,694,Sierra Leone,5,Other types of ships,0.706,0.0007059999999999999
1980,702,Singapore,0,Total fleet,12924.322,12.924322
1980,702,Singapore,1,Oil tankers,5709.023,5.709023
1980,702,Singapore,2,Bulk carriers,3045.603,3.0456030000000003
1980,702,Singapore,3,General cargo,3548.505,3.548505
1980,702,Singapore,4,Container ships,396.475,0.396475
1980,702,Singapore,5,Other types of ships,224.716,0.224716
1980,090,Solomon Islands,0,Total fleet,1.705,0.0017050000000000001
1980,090,Solomon Islands,3,General cargo,1.105,0.001105
1980,090,Solomon Islands,5,Other types of ships,0.6,0.0006
1980,706,Somalia,0,Total fleet,73.772,0.073772
1980,706,Somalia,1,Oil tankers,16.45,0.01645
1980,706,Somalia,3,General cargo,53.212,0.053212
1980,706,Somalia,5,Other types of ships,4.11,0.00411
1980,710,South Africa,0,Total fleet,858.106,0.858106
1980,710,South Africa,1,Oil tankers,62.554,0.062554
1980,710,South Africa,2,Bulk carriers,285.003,0.285003
1980,710,South Africa,3,General cargo,210.282,0.21028200000000002
1980,710,South Africa,4,Container ships,239.991,0.239991
1980,710,South Africa,5,Other types of ships,60.276,0.060276
1980,724,Spain,0,Total fleet,13943.083,13.943083
1980,724,Spain,1,Oil tankers,9452.955,9.452955
1980,724,Spain,2,Bulk carriers,2294.926,2.294926
1980,724,Spain,3,General cargo,1649.782,1.6497819999999999
1980,724,Spain,4,Container ships,41.691,0.041691000000000006
1980,724,Spain,5,Other types of ships,503.729,0.503729
1980,144,Sri Lanka,0,Total fleet,126.736,0.12673600000000002
1980,144,Sri Lanka,1,Oil tankers,36.17,0.03617
1980,144,Sri Lanka,3,General cargo,87.387,0.087387
1980,144,Sri Lanka,5,Other types of ships,3.179,0.003179
1980,736,Sudan (...2011),0,Total fleet,56.893,0.056893
1980,736,Sudan (...2011),3,General cargo,56.893,0.056893
1980,740,Suriname,0,Total fleet,13.178,0.013178
1980,740,Suriname,1,Oil tankers,0.354,0.000354
1980,740,Suriname,3,General cargo,10.325,0.010324999999999999
1980,740,Suriname,4,Container ships,1.743,0.0017430000000000002
1980,740,Suriname,5,Other types of ships,0.756,0.000756
1980,752,Sweden,0,Total fleet,7375.514,7.375514
1980,752,Sweden,1,Oil tankers,4213.344,4.213344
1980,752,Sweden,2,Bulk carriers,1461.3,1.4613
1980,752,Sweden,3,General cargo,1392.022,1.3920219999999999
1980,752,Sweden,4,Container ships,56.582,0.056582
1980,752,Sweden,5,Other types of ships,252.266,0.252266
1980,756,Switzerland,0,Total fleet,403.71,0.40370999999999996
1980,756,Switzerland,1,Oil tankers,2.901,0.002901
1980,756,Switzerland,2,Bulk carriers,208.309,0.208309
1980,756,Switzerland,3,General cargo,183.577,0.183577
1980,756,Switzerland,5,Other types of ships,8.923,0.008923
1980,760,Syrian Arab Republic,0,Total fleet,45.351,0.045351
1980,760,Syrian Arab Republic,3,General cargo,44.751,0.044751
1980,760,Syrian Arab Republic,5,Other types of ships,0.6,0.0006
1980,764,Thailand,0,Total fleet,535.492,0.535492
1980,764,Thailand,1,Oil tankers,221.97,0.22197
1980,764,Thailand,3,General cargo,305.844,0.305844
1980,764,Thailand,5,Other types of ships,7.678,0.007678
1980,768,Togo,0,Total fleet,23.38,0.023379999999999998
1980,768,Togo,3,General cargo,23.38,0.023379999999999998
1980,776,Tonga,0,Total fleet,28.339,0.028339
1980,776,Tonga,3,General cargo,25.964,0.025963999999999997
1980,776,Tonga,5,Other types of ships,2.375,0.002375
1980,780,Trinidad and Tobago,0,Total fleet,11.519,0.011519
1980,780,Trinidad and Tobago,1,Oil tankers,2.0,0.002
1980,780,Trinidad and Tobago,3,General cargo,3.508,0.003508
1980,780,Trinidad and Tobago,5,Other types of ships,6.011,0.006011
1980,788,Tunisia,0,Total fleet,170.68,0.17068
1980,788,Tunisia,1,Oil tankers,46.824,0.046824
1980,788,Tunisia,2,Bulk carriers,32.217,0.032216999999999996
1980,788,Tunisia,3,General cargo,79.99,0.07998999999999999
1980,788,Tunisia,5,Other types of ships,11.649,0.011649
1980,792,Turkiye,0,Total fleet,2079.281,2.079281
1980,792,Turkiye,1,Oil tankers,597.957,0.597957
1980,792,Turkiye,2,Bulk carriers,769.075,0.7690750000000001
1980,792,Turkiye,3,General cargo,678.108,0.6781079999999999
1980,792,Turkiye,5,Other types of ships,34.141,0.034141
1980,796,Turks and Caicos Islands,0,Total fleet,3.7,0.0037
1980,796,Turks and Caicos Islands,1,Oil tankers,0.85,0.00085
1980,796,Turks and Caicos Islands,3,General cargo,2.85,0.00285
1980,798,Tuvalu,0,Total fleet,93.406,0.093406
1980,798,Tuvalu,1,Oil tankers,49.955,0.049955
1980,798,Tuvalu,3,General cargo,38.971,0.038971
1980,798,Tuvalu,5,Other types of ships,4.48,0.0044800000000000005
1980,800,Uganda,0,Total fleet,9.115,0.009115
1980,800,Uganda,3,General cargo,9.115,0.009115
1980,810,Union of Soviet Socialist Republics,0,Total fleet,25293.201,25.293201
1980,810,Union of Soviet Socialist Republics,1,Oil tankers,7387.361,7.387361
1980,810,Union of Soviet Socialist Republics,2,Bulk carriers,2819.869,2.819869
1980,810,Union of Soviet Socialist Republics,3,General cargo,9866.705,9.866705
1980,810,Union of Soviet Socialist Republics,4,Container ships,249.938,0.249938
1980,810,Union of Soviet Socialist Republics,5,Other types of ships,4969.328,4.969328000000001
1980,784,United Arab Emirates,0,Total fleet,252.717,0.252717
1980,784,United Arab Emirates,1,Oil tankers,148.698,0.148698
1980,784,United Arab Emirates,3,General cargo,85.133,0.085133
1980,784,United Arab Emirates,5,Other types of ships,18.886,0.018886
1980,826,United Kingdom,0,Total fleet,45080.069,45.080069
1980,826,United Kingdom,1,Oil tankers,25015.194,25.015194
1980,826,United Kingdom,2,Bulk carriers,11455.66,11.45566
1980,826,United Kingdom,3,General cargo,4515.39,4.51539
1980,826,United Kingdom,4,Container ships,1677.948,1.677948
1980,826,United Kingdom,5,Other types of ships,2415.877,2.415877
1980,834,United Republic of Tanzania,0,Total fleet,74.737,0.074737
1980,834,United Republic of Tanzania,1,Oil tankers,2.603,0.0026030000000000003
1980,834,United Republic of Tanzania,3,General cargo,67.486,0.067486
1980,834,United Republic of Tanzania,5,Other types of ships,4.648,0.004647999999999999
1980,840,United States,0,Total fleet,21207.502,21.207502
1980,840,United States,1,Oil tankers,14111.012,14.111012
1980,840,United States,2,Bulk carriers,753.49,0.75349
1980,840,United States,3,General cargo,2677.667,2.677667
1980,840,United States,4,Container ships,1999.469,1.999469
1980,840,United States,5,Other types of ships,1665.864,1.665864
1980,858,Uruguay,0,Total fleet,310.147,0.310147
1980,858,Uruguay,1,Oil tankers,200.74,0.20074
1980,858,Uruguay,2,Bulk carriers,21.815,0.021815
1980,858,Uruguay,3,General cargo,75.821,0.075821
1980,858,Uruguay,5,Other types of ships,11.771,0.011771
1980,548,Vanuatu,0,Total fleet,11.551,0.011551
1980,548,Vanuatu,1,Oil tankers,5.431,0.005431
